Date,Client2Oar,Oar2Client,Client2OarDrops,Oar2ClientDrops,Subscription,Burst
Sat Jul 15 05:35:00 2023,2229664,707656,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:40:00 2023,1879968,119184,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:45:00 2023,3869240,1021008,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:50:00 2023,2328008,110672,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 05:55:00 2023,1843008,111864,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:00:00 2023,2520656,1040616,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:05:00 2023,7378040,607272,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:10:00 2023,2407752,118224,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:15:00 2023,5176664,115184,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:20:00 2023,2476416,129096,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:25:00 2023,7037320,108504,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:30:00 2023,5261048,591752,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:35:00 2023,15965248,598576,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:40:00 2023,8170112,134960,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:45:00 2023,4626744,103320,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:50:00 2023,11338768,117480,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 06:55:00 2023,2033312,561360,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:00:00 2023,13370216,138240,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:05:00 2023,18389408,133312,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:10:00 2023,5491104,145472,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:15:00 2023,5532880,1623040,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:20:00 2023,361886528,646320,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:25:00 2023,4515360,267328,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:30:00 2023,5531432,1098488,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:35:00 2023,12076328,706528,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:40:00 2023,6032208,694928,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:45:00 2023,4310632,931376,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:50:00 2023,8400600,846000,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 07:55:00 2023,2360864,305816,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 08:00:00 2023,6923536,1093720,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 08:05:00 2023,3809664,727016,15075000000,15075000000,15000000000,15075000000
Sat Jul 15 08:10:00 2023,5898872,221288,15075000000,15075000000,15000000000,15075000000
