Date,Client2Oar,Oar2Client,Client2OarDrops,Oar2ClientDrops,Subscription,Burst
Sat Jul 15 02:25:00 2023,449672,13965424,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:30:00 2023,448632,13919864,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:35:00 2023,456944,14005576,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:40:00 2023,447424,13951384,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:45:00 2023,43378800,14184976,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:50:00 2023,449800,13973256,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 02:55:00 2023,23188608,14337136,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:00:00 2023,544160,46223128,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:05:00 2023,662832,42873456,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:10:00 2023,449808,13960840,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:15:00 2023,445736,13882032,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:20:00 2023,449232,13984344,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:25:00 2023,446056,13785168,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:30:00 2023,450256,13980120,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:35:00 2023,689792,46459328,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:40:00 2023,453568,13979744,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:45:00 2023,21812648,14266072,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:50:00 2023,449056,13961408,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 03:55:00 2023,452432,14003928,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:00:00 2023,450904,14001808,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:05:00 2023,29160616,44597200,20100000000,20100000000,20000000000,20100000000
Sat Jul 15 04:10:00 2023,450496,13943784,20100000000,20100000000,20000000000,20100000000
